filename,gap
3_-1-tryfinal_fa1_hh0_TRUE.phy, 0.002030824895027119
3_-1-tryfinal_fa1_hh1_TRUE.phy, 0.0038780793671424106
3_-1-tryfinal_fa1_hh2_TRUE.phy, 0.002911402642062736
3_-1-tryfinal_fa1_hh3_TRUE.phy, 0.0069769641099642395
3_-1-tryfinal_fa1_hh4_TRUE.phy, 0.0067913320327412955
3_-1-tryfinal_fa1_ll0_TRUE.phy, 0.0028903055214680785
3_-1-tryfinal_fa1_ll1_TRUE.phy, 0.003779722281743871
3_-1-tryfinal_fa1_ll2_TRUE.phy, 0.0
3_-1-tryfinal_fa1_ll3_TRUE.phy, 0.0
3_-1-tryfinal_fa1_ll4_TRUE.phy, 0.010362043520582787
3_-2-tryfinal_fa1_hh0_TRUE.phy, 0.0009864608251744802
3_-2-tryfinal_fa1_hh1_TRUE.phy, 0.0029184350155942885
3_-2-tryfinal_fa1_hh2_TRUE.phy, 0.0010815838333163052
3_-2-tryfinal_fa1_hh3_TRUE.phy, 1.0579584927618006e-05
3_-2-tryfinal_fa1_hh4_TRUE.phy, 0.0020132267590216844
3_-2-tryfinal_fa1_ll0_TRUE.phy, 0.0
3_-2-tryfinal_fa1_ll1_TRUE.phy, 0.0
3_-2-tryfinal_fa1_ll2_TRUE.phy, 0.0
3_-2-tryfinal_fa1_ll3_TRUE.phy, 3.5265283092060024e-06
3_-2-tryfinal_fa1_ll4_TRUE.phy, 0.0009758916020476109
3_-3-tryfinal_fa1_hh0_TRUE.phy, 0.0
3_-3-tryfinal_fa1_hh1_TRUE.phy, 0.0
3_-3-tryfinal_fa1_hh2_TRUE.phy, 0.0010111223458038423
3_-3-tryfinal_fa1_hh3_TRUE.phy, 0.0125392177004586
3_-3-tryfinal_fa1_hh4_TRUE.phy, 0.0
3_-3-tryfinal_fa1_ll0_TRUE.phy, 0.0
3_-3-tryfinal_fa1_ll1_TRUE.phy, 0.0
3_-3-tryfinal_fa1_ll2_TRUE.phy, 0.0
3_-3-tryfinal_fa1_ll3_TRUE.phy, 1.0579584927618006e-05
3_-3-tryfinal_fa1_ll4_TRUE.phy, 0.0
3_-4-tryfinal_fa1_hh0_TRUE.phy, 0.0009265685607888868
3_-4-tryfinal_fa1_hh1_TRUE.phy, 0.0
3_-4-tryfinal_fa1_hh2_TRUE.phy, 0.0
3_-4-tryfinal_fa1_hh3_TRUE.phy, 0.0
3_-4-tryfinal_fa1_hh4_TRUE.phy, 0.0
3_-4-tryfinal_fa1_ll0_TRUE.phy, 0.0
3_-4-tryfinal_fa1_ll1_TRUE.phy, 0.0
3_-4-tryfinal_fa1_ll2_TRUE.phy, 0.0
3_-4-tryfinal_fa1_ll3_TRUE.phy, 0.0
